tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***16913,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1720,NR,2 CENTRE AVE,,,ON
***30961,20161230,3,PARK ON PRIVATE PROPERTY,30,1720,AT,175 WYNFORD DR,,,ON
***19475,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1720,OPP,4936 YONGE ST,,,ON
***21321,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1720,NR,77 OSSINGTON AVE,,,ON
***38147,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1720,OPP,181 CARLAW AVE,,,ON
***57610,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1720,S/S,ST CLAIR AVE W,E/O,PRESCOTT AVE,ON
***72163,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1720,NR,130 CUMBERLAND ST,,,ON
***76756,20161230,3,PARK ON PRIVATE PROPERTY,30,1721,,3401 DUFFERIN ST,,,ON
***49962,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1721,NR,30 SHEPPARD ST,,,ON
***68571,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1721,OPP,5 SMITHFIELD DR,,,ON
***16914,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1722,OPP,55 CENTRE AVE,,,ON
***30962,20161230,3,PARK ON PRIVATE PROPERTY,30,1722,AT,175 WYNFORD DR,,,ON
***30963,20161230,3,PARK ON PRIVATE PROPERTY,30,1722,AT,175 WYNFORD DR,,,ON
***21322,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1722,NR,77 OSSINGTON AVE,,,ON
***68973,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1722,E/S,YONGE ST,N/O,CARLTON ST,ON
***11264,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1722,NR,647 ST CLAIR AVE W,,,ON
***21455,20161230,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1723,NR,4 DE-SAVERY CRES,,,ON
***18347,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1723,NR,2100 BLOOR ST W,,,ON
***19476,20161230,3,PARK ON PRIVATE PROPERTY,30,1723,AT,10 ELMWOOD AVE,,,ON
***57611,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1723,S/S,ST CLAIR AVE W,E/O,PRESCOTT AVE,ON
***68572,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1723,NR,5 SMITHFIELD DR,,,ON
***71716,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1723,NR,998 BLOOR ST W,,,ON
***21456,20161230,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1724,NR,4 DE-SAVERY CRES,,,ON
***38148,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1724,NR,284 CARLAW AVE,,,ON
***68438,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1725,NEAR,1383 QUEEN ST E,,,ON
***31751,20161230,314,PARK - NOT WITHIN PERIOD  ,30,1725,,13 ISABELLA ST,,,ON
***74613,20161230,3,PARK ON PRIVATE PROPERTY,30,1725,,7 BLUE GRASSWAY,,,ON
***21457,20161230,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1725,NR,16 DE-SAVERY CRES,,,AB
***65183,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1725,NR,281 RUSHTON RD,,,ON
***18348,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1725,NR,2100 BLOOR ST W,,,ON
***57905,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,1725,NR,38 RUSSELL ST,,,WA
***68573,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1725,NR,5 SMITHFIELD DR,,,ON
***21458,20161230,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1726,NR,18 DE-SAVERY CRES,,,ON
***65184,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1726,NR,281 RUSHTON RD,,,ON
***18349,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1726,NR,2100 BLOOR ST W,,,ON
***47937,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,1726,NR,12 ST DAVID ST,,,QC
***68974,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1726,NR,5 ISABELLA ST,,,ON
***72164,20161230,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1726,NR,43 HAZELTON AVE,,,ON
***74614,20161230,3,PARK ON PRIVATE PROPERTY,30,1727,,11 BLUE GRASSWAY,,,ON
***21323,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1727,OPP,145 OSSINGTON AVE,,,ON
***38149,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1727,NR,326 CARLAW AVE,,,ON
***53169,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1727,NR,1029 KING ST W,,,ON
***68975,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1727,NR,5 ISABELLA ST,,,ON
***72165,20161230,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1727,NR,51 HAZELTON AVE,,,ON
***76757,20161230,3,PARK ON PRIVATE PROPERTY,30,1728,,3401 DUFFERIN ST,,,ON
***21459,20161230,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1728,NR,28 DE-SAVERY CRES,,,ON
***49963,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1728,OPP,21 MELINDA ST,,,ON
***16915,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1728,NR,137 EDWARD ST,,,ON
***25363,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1728,NR,10 THOMPSON ST,,,ON
***84873,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1728,NR,412 EGLINTON AVE W,,,ON
***21324,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1728,OPP,145 OSSINGTON AVE,,,ON
***38150,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1728,NR,326 CARLAW AVE,,,ON
***60906,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1728,NR,2359 YONGE ST,,,ON
***72166,20161230,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1728,NR,65 HAZELTON AVE,,,ON
***74615,20161230,3,PARK ON PRIVATE PROPERTY,30,1729,,11 BLUE GRASSWAY,,,ON
***27991,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1729,NR,76 SOUDAN AVE,,,ON
***27992,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1729,NR,76 SOUDAN AVE,,,ON
***34243,20161230,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,1729,NR,119 MACKAY AVE,,,ON
***60907,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1729,NR,2345 YONGE ST,,,ON
***74616,20161230,3,PARK ON PRIVATE PROPERTY,30,1730,,11 BLUE GRASSWAY,,,ON
***84874,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1730,NR,333 EGLINTON AVE W,,,ON
***93992,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,1730,NR,127 PORTLAND ST,,,ON
***60908,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1730,NR,2345 YONGE ST,,,ON
***68574,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1730,OPP,3 HOLBROOKE AVE,,,ON
***72167,20161230,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1730,NR,99 HAZELTON AVE,,,ON
***74617,20161230,3,PARK ON PRIVATE PROPERTY,30,1731,,11 BLUE GRASSWAY,,,ON
***21460,20161230,8,STAND VEH.-PROHIBIT TIME/DAY,60,1731,NR,229 MANOR RD E,,,ON
***47938,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1731,NR,327 QUEEN ST E,,,ON
***60909,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1731,NR,2345 YONGE ST,,,ON
***16916,20161230,8,STAND VEH.-PROHIBIT TIME/DAY,60,1732,NR,104 EDWARD ST,,,ON
***95477,20161230,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1732,NR,138 D'ARCY ST,,,QC
***19477,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1732,NR,5315 YONGE ST,,,ON
***26229,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1732,NR,890 DUNDAS ST W,,,ON
***68976,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1732,NR,17 ISABELLA ST,,,ON
***72168,20161230,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1732,NR,115 HAZELTON AVE,,,ON
***11265,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1732,OPP,278 KEELE ST,,,ON
***65185,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1733,NR,996 ST CLAIR AVE W,,,ON
***53836,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1733,NR,3002 DUNDAS ST W,,,ON
***68575,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1733,NR,692 THE QUEENSWAY,,,ON
***71717,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1733,NR,1332 BLOOR ST W,,,ON
***72169,20161230,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1733,NR,123 HAZELTON AVE,,,ON
***74618,20161230,3,PARK ON PRIVATE PROPERTY,30,1734,,36 MARSH GRASSWAY,,,ON
***19733,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1734,NR,341 BROADVIEW AVE,,,ON
***21461,20161230,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1735,NR,45 HILLSDALE AVE E,,,ON
***65186,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1735,NR,1028 ST CLAIR AVE W,,,ON
***19734,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1735,NR,345 BROADVIEW AVE,,,ON
***93993,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1736,NR,555 RICHMOND ST W,,,ON
***19735,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1736,NR,351 BROADVIEW AVE,,,ON
***21462,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1737,NR,184 SOUDAN AVE,,,ON
***53170,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1737,NR,642 KING ST W,,,ON
***68439,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1738,NEAR,349 CARLAW AVE,,,ON
***94532,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1738,OPP,288 SUMACH ST,,,ON
***18350,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1738,NR,2228 BLOOR ST W,,,ON
***26230,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1738,NR,1626 DUNDAS ST W,,,ON
***27993,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1738,NR,36 TARLTON RD,,,ON
***57906,20161230,8,STAND VEH.-PROHIBIT TIME/DAY,60,1738,NR,38 BELLEVUE AVE,,,ON
***57612,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1739,N/S,ST CLAIR AVE W,E/O,PRESCOTT AVE,ON
***68576,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1739,NR,675 THE QUEENSWAY,,,ON
***68577,20161230,406,PARK-VEH. W/O VALID ONT PLATE,40,1739,NR,675 THE QUEENSWAY,,,ON
***18351,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1740,NR,2274 BLOOR ST W,,,ON
***27994,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1740,NR,64 DUNCANNON DR,,,ON
***18352,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1741,NR,2404 BLOOR ST W,,,ON
***19736,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1741,NR,569 BROADVIEW AVE,,,ON
***57907,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,1741,NR,16 DENISON SQ,,,ON
***61548,20161230,406,PARK-VEH. W/O VALID ONT PLATE,40,1741,NR,662 QUEEN ST W,,,ON
***68578,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1741,NR,673 THE QUEENSWAY,,,ON
***21463,20161230,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1742,NR,28 FALCON ST,,,ON
***47939,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1742,NR,33 LOMBARD ST,,,ON
***65187,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1743,NR,1596 EGLINTON AVE W,,,ON
***94533,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1743,OPP,454 SUMACH ST,,,ON
***18353,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1743,NR,35 JANE ST,,,ON
***61549,20161230,406,PARK-VEH. W/O VALID ONT PLATE,40,1743,NR,676 QUEEN ST W,,,ON
***65188,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1744,NR,1602 EGLINTON AVE W,,,ON
***18354,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1744,NR,35 JANE ST,,,ON
***53837,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1744,NR,3152 DUNDAS ST W,,,ON
***57908,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1744,OPP,620 DUNDAS ST W,,,AZ
***61550,20161230,406,PARK-VEH. W/O VALID ONT PLATE,40,1744,NR,676 QUEEN ST W,,,ON
***68579,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1744,NR,645 THE QUEENSWAY,,,ON
***21464,20161230,337,PARK - ON BOULEVARD,50,1745,NR,256 SOUDAN AVE,,,ON
***65189,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1745,NR,1639 EGLINTON AVE W,,,ON
***95478,20161230,367,STND ONSTRT ACCESSIBLE NO PRMT,450,1745,NR,111 CHESTNUT ST,,,VA
***71718,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1745,NR,878 BLOOR ST W,,,ON
***72170,20161230,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1745,NR,30 ROXBOROUGH ST W,,,ON
***72171,20161230,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1745,NR,30 ROXBOROUGH ST W,,,ON
***18355,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1746,NR,15 RIVERCREST RD,,,ON
***19737,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1746,NR,831 BROADVIEW AVE,,,ON
***34244,20161230,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,1746,NR,24 ELLSWORTH AVE,,,ON
***68580,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1746,NR,631 THE QUEENSWAY,,,ON
***71719,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1746,NR,878 BLOOR ST W,,,ON
***34363,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1747,OPP,150 GERRARD ST W,,,ON
***57909,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1747,NR,662 DUNDAS ST W,,,ON
***61551,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1747,OPP,819 QUEEN ST W,,,ON
***68581,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1747,NR,631 THE QUEENSWAY,,,ON
***72172,20161230,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1747,NR,19 ROXBOROUGH ST W,,,ON
***34245,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1748,NR,21 VAUGHAN RD,,,ON
***68582,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1748,NR,631 THE QUEENSWAY,,,ON
***65190,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1749,NR,1920 EGLINTON AVE W,,,ON
***21325,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1749,NR,68 BATHURST ST,,,ON
***21326,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1749,NR,72 BATHURST ST,,,ON
***68583,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1749,NR,625 THE QUEENSWAY,,,ON
***34246,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1750,NR,21 VAUGHAN RD,,,ON
***34247,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1750,NR,42 VAUGHAN RD,,,ON
***47940,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,1750,NR,25 MCGILL ST,,,ON
***68584,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1750,NR,623 THE QUEENSWAY,,,ON
***65191,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1751,NR,1976 EGLINTON AVE W,,,ON
***65192,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1751,NR,1976 EGLINTON AVE W,,,ON
***34248,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1751,NR,54 VAUGHAN RD,,,ON
***71720,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1751,NR,845 BLOOR ST W,,,ON
***19478,20161230,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,1752,NR,30 BROOKDALE AVE,,,ON
***34249,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1752,NR,56 VAUGHAN RD,,,ON
***57910,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1753,NR,374 BATHURST ST,,,ON
***60524,20161230,347,PARK IN A FIRE ROUTE,250,1754,,3401 DUFFERIN ST,,,ON
***18356,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,1754,NR,443 PACIFIC AVE,,,ON
***18357,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,1755,NR,443 PACIFIC AVE,,,ON
***18358,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,1755,NR,451 PACIFIC AVE,,,ON
***51667,20161230,347,PARK IN A FIRE ROUTE,250,1755,AT,8 ROSEBANK DR,,,ON
***71721,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1755,NR,861 BLOOR ST W,,,ON
***93994,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1757,OPP,198 WALNUT AVE,,,ON
***37706,20161230,355,PARK IN ACCESSIBLE NO PERMIT,450,1758,,5215 FINCH AV E,,,ON
***49964,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1758,NR,145 RICHMOND ST W,,,ON
***47617,20161230,3,PARK ON PRIVATE PROPERTY,30,1758,AT,20 BLUE JAYS WAY,,,FL
***53838,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1758,NR,325 RONCESVALLES AVE,,,ON
***57613,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1758,N/S,LAMBTON AVE,E/O,CLIFF ST,ON
***71722,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1758,NR,879 BLOOR ST W,,,ON
***93995,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1759,NR,822 RICHMOND ST W,,,ON
***77599,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1800,W/S,AMROTH AVE,S/O,DANFORTH AVE,ON
***93996,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1801,OPP,825 ADELAIDE ST W,,,ON
***53839,20161230,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1803,NR,83 WRIGHT AVE,,,ON
***21465,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1804,NR,387 SPADINA RD,,,ON
***34364,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1804,NR,110 ELM ST,,,ON
***53840,20161230,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1804,NR,83 WRIGHT AVE,,,ON
***16917,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1806,NR,8 ELM ST,,,ON
***68585,20161230,49,FAIL TO PARK/STOP PARALL. RGHT,30,1806,NR,40 LADY BANK RD,,,ON
***68586,20161230,49,FAIL TO PARK/STOP PARALL. RGHT,30,1807,NR,40 LADY BANK RD,,,ON
***82564,20161230,3,PARK ON PRIVATE PROPERTY,30,1808,,111 ELIZABETH ST,,,ON
***21466,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1808,NR,462 SPADINA RD,,,ON
***19479,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1809,NR,209 JOICEY BLVD,,,ON
***68587,20161230,79,PARK-SIGNED HWY-LESS THAN 6M W,40,1809,R/O,894 THE QUEENSWAY,,,ON
***21467,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1810,NR,423 SPADINA RD,,,ON
***16918,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1810,NR,37 ELM ST,,,ON
***95479,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1810,NR,20 EDWARD ST,,,ON
***19480,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1810,NR,211 JOICEY BLVD,,,ON
***95480,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1811,NR,20 EDWARD ST,,,ON
***21327,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,1811,OPP,50 LYNN WILLIAMS ST,,,ON
***68588,20161230,79,PARK-SIGNED HWY-LESS THAN 6M W,40,1811,R/O,894 THE QUEENSWAY,,,MI
***95481,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1812,NR,20 EDWARD ST,,,ON
***95482,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1812,NR,20 EDWARD ST,,,OH
***27995,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1812,OPP,65 LILLIAN ST,,,ON
***65193,20161230,3,PARK ON PRIVATE PROPERTY,30,1813,AT,1603 BATHURST ST,,,ON
***19738,20161230,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,1813,NR,70 CHILTON RD,,,ON
***21328,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,1813,OPP,50 LYNN WILLIAMS ST,,,ON
***27996,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1813,OPP,65 LILLIAN ST,,,ON
***72173,20161230,415,PARK COMMERC LOAD ZONE NOT LDG,40,1813,NR,92 YORKVILLE AVE,,,ON
***16919,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1814,NR,64 EDWARD ST,,,ON
***65194,20161230,3,PARK ON PRIVATE PROPERTY,30,1815,AT,1603 BATHURST ST,,,BC
***95483,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1815,NR,20 EDWARD ST,,,NS
***21329,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,1815,OPP,80 LYNN WILLIAMS ST,,,ON
***21330,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,1815,OPP,80 LYNN WILLIAMS ST,,,ON
***72174,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1815,NR,92 YORKVILLE AVE,,,ON
***65195,20161230,3,PARK ON PRIVATE PROPERTY,30,1816,AT,1603 BATHURST ST,,,ON
***71723,20161230,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,1816,NR,247 PRESCOTT AVE,,,ON
***85006,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1816,NR,26 CANLISH RD,,,ON
***53171,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1817,NR,4 SHAW ST,,,ON
***79750,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1817,OPP,120 MARCHMOUNT RD,,,ON
***30964,20161230,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1818,E/S,RAVEL RD,N/O,FINCH AVE E,ON
***21331,20161230,8,STAND VEH.-PROHIBIT TIME/DAY,60,1818,OPP,5 HANNA AVE,,,ON
***72175,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1818,NR,24 BELLAIR ST,,,ON
***96376,20161230,347,PARK IN A FIRE ROUTE,250,1819,,3401 DUFFERIN ST,,,ON
***53841,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1819,NR,77 MUIR AVE,,,ON
***53172,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1820,NR,1030 KING ST W,,,AL
***76043,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1820,NR,1423 DANFORTH AVE,,,ON
***94534,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1821,OPP,300 WELLESLEY ST E,,,ON
***53842,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1821,E/S,SHERIDAN AVE,N/O,LINDSEY AVE,NJ
***53843,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1822,E/S,SHERIDAN AVE,S/O,LINDSEY AVE,ON
***27997,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1823,NR,18 BROWNLOW AVE,,,ON
***72176,20161230,8,STAND VEH.-PROHIBIT TIME/DAY,60,1823,OPP,10 BELLAIR ST,,,ON
***72177,20161230,8,STAND VEH.-PROHIBIT TIME/DAY,60,1824,OPP,10 BELLAIR ST,,,ON
***72178,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1825,OPP,10 BELLAIR ST,,,QC
***95484,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1826,NR,15 ST MARY ST,,,ON
***53844,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,1826,NR,1 ATKINS AVE,,,ON
***51668,20161230,3,PARK ON PRIVATE PROPERTY,30,1827,AT,30 TUXEDO CRT,,,ON
***53845,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,1827,NR,1 ATKINS AVE,,,ON
***49965,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1828,NR,130 PEARL ST,,,AZ
***53846,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,1828,NR,25 ATKINS AVE,,,ON
***60910,20161230,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1828,NR,85 SCOLLARD ST,,,ON
***72179,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1828,NR,130 CUMBERLAND ST,,,ON
***79751,20161230,3,PARK ON PRIVATE PROPERTY,30,1828,AT,21 TICHESTER RD,,,ON
***47941,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,1829,OPP,48 MCGILL ST,,,ON
***72180,20161230,404,STOP-9 M PEDESTRIAN X BEYOND,60,1829,NR,130 CUMBERLAND ST,,,ON
***31753,20161230,312,PARKING MACH-NOT USED/NO FEE  ,30,1830,,20 DELISLE AVE,,,ON
***30965,20161230,3,PARK ON PRIVATE PROPERTY,30,1830,AT,105 GORDON BAKER RD,,,ON
***47618,20161230,3,PARK ON PRIVATE PROPERTY,30,1830,AT,352 FRONT ST W,,,ON
***16920,20161230,207,PARK MACHINE-REQD FEE NOT PAID,30,1832,NR,70 CENTRE AVE,,,MI
***47942,20161230,29,PARK PROHIBITED TIME NO PERMIT,30,1832,NR,75 MCGILL ST,,,ON
***53173,20161230,403,STOP-SIGNED HIGHWAY-RUSH HOUR,150,1832,NR,720 KING ST W,,,ON
***60911,20161230,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1832,NR,81 HAZELTON AVE,,,ON
